date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:20:55	72124/72124	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Nov%202024%2022:07:27%20GMT	https://federalcapital1bank.com/public/theme/cust2/images/service/05.jpg	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/images/service/05.jpg	(from https://federalcapital1bank.com/)
11:20:55	71789/71789	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/images/about/02.jpg	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/images/about/02.jpg	(from https://federalcapital1bank.com/)
11:20:56	143420/143420	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Nov%202024%2022:07:25%20GMT	https://federalcapital1bank.com/public/theme/cust2/images/about/03.jpg	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/images/about/03.jpg	(from https://federalcapital1bank.com/)
11:20:56	168886/168886	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Nov%202024%2022:07:25%20GMT	https://federalcapital1bank.com/public/theme/cust2/images/about/04.jpg	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/images/about/04.jpg	(from https://federalcapital1bank.com/)
11:20:56	60115/60115	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Nov%202024%2022:07:27%20GMT	https://federalcapital1bank.com/public/theme/cust2/images/service/09.jpg	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/images/service/09.jpg	(from https://federalcapital1bank.com/)
11:20:57	65578/65578	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Nov%202024%2022:07:27%20GMT	https://federalcapital1bank.com/public/theme/cust2/images/service/08.jpg	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/images/service/08.jpg	(from https://federalcapital1bank.com/)
11:20:57	68629/68629	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Nov%202024%2022:07:27%20GMT	https://federalcapital1bank.com/public/theme/cust2/images/service/07.jpg	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/images/service/07.jpg	(from https://federalcapital1bank.com/)
11:20:57	43080/43080	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Nov%202024%2022:07:25%20GMT	https://federalcapital1bank.com/public/theme/cust2/images/avatar/01.jpg	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/images/avatar/01.jpg	(from https://federalcapital1bank.com/)
11:20:57	33010/33010	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Nov%202024%2022:07:25%20GMT	https://federalcapital1bank.com/public/theme/cust2/images/avatar/02.jpg	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/images/avatar/02.jpg	(from https://federalcapital1bank.com/)
11:20:58	33610/33610	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Nov%202024%2022:07:25%20GMT	https://federalcapital1bank.com/public/theme/cust2/images/avatar/03.jpg	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/images/avatar/03.jpg	(from https://federalcapital1bank.com/)
11:20:58	20398/20398	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2017%20Nov%202024%2022:07:13%20GMT	https://federalcapital1bank.com/public/theme/cust/trans/cdn.gtranslate.net/widgets/latest/float.js	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust/trans/cdn.gtranslate.net/widgets/latest/float.js	(from https://federalcapital1bank.com/)
11:20:59	90083/90083	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2017%20Nov%202024%2022:07:13%20GMT	https://federalcapital1bank.com/public/theme/cust/trans/translate.google.com/translate_a/elementa0d8.js?cb=googleTranslateElementInit	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust/trans/translate.google.com/translate_a/elementa0d8a0d8.js	(from https://federalcapital1bank.com/)
11:20:59	89501/89501	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2017%20Nov%202024%2022:07:30%20GMT	https://federalcapital1bank.com/public/theme/cust2/js/jquery-3.6.0.min.js	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/js/jquery-3.6.0.min.js	(from https://federalcapital1bank.com/)
11:20:59	18873/18873	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2017%20Nov%202024%2022:07:32%20GMT	https://federalcapital1bank.com/public/theme/cust2/js/popper/popper.min.js	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/js/popper/popper.min.js	(from https://federalcapital1bank.com/)
11:21:00	60089/60089	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2017%20Nov%202024%2022:07:30%20GMT	https://federalcapital1bank.com/public/theme/cust2/js/bootstrap/bootstrap.min.js	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/js/bootstrap/bootstrap.min.js	(from https://federalcapital1bank.com/)
11:21:00	3314/3314	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2017%20Nov%202024%2022:07:30%20GMT	https://federalcapital1bank.com/public/theme/cust2/js/jquery.appear.js	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/js/jquery.appear.js	(from https://federalcapital1bank.com/)
11:21:00	44342/44342	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2017%20Nov%202024%2022:07:32%20GMT	https://federalcapital1bank.com/public/theme/cust2/js/owl-carousel/owl.carousel.min.js	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/js/owl-carousel/owl.carousel.min.js	(from https://federalcapital1bank.com/)
11:21:01	127935/127935	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2017%20Nov%202024%2022:07:33%20GMT	https://federalcapital1bank.com/public/theme/cust2/js/swiper/swiper.min.js	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/js/swiper/swiper.min.js	(from https://federalcapital1bank.com/)
11:21:01	4526/4526	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2017%20Nov%202024%2022:07:33%20GMT	https://federalcapital1bank.com/public/theme/cust2/js/swiperanimation/SwiperAnimation.min.js	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/js/swiperanimation/SwiperAnimation.min.js	(from https://federalcapital1bank.com/)
11:21:02	3998/3998	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2017%20Nov%202024%2022:07:31%20GMT	https://federalcapital1bank.com/public/theme/cust2/js/easy-pie-chart/easy-pie-chart.js	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/js/easy-pie-chart/easy-pie-chart.js	(from https://federalcapital1bank.com/)
11:21:02	4359/4359	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2017%20Nov%202024%2022:07:30%20GMT	https://federalcapital1bank.com/public/theme/cust2/js/apexcharts/charts.js	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/js/apexcharts/charts.js	(from https://federalcapital1bank.com/)
11:21:02	450460/450460	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2017%20Nov%202024%2022:07:30%20GMT	https://federalcapital1bank.com/public/theme/cust2/js/apexcharts/apexcharts.min.js	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/js/apexcharts/apexcharts.min.js	(from https://federalcapital1bank.com/)
11:21:03	3891/3891	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2017%20Nov%202024%2022:07:31%20GMT	https://federalcapital1bank.com/public/theme/cust2/js/counter/jquery.countTo.js	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/js/counter/jquery.countTo.js	(from https://federalcapital1bank.com/)
